机构名	别称	简介	代表歌曲	单位性质	奠基时间	工资卡银行	吉祥物	价值观	建设目标	联系电话	论坛	评价	人数	使命	特色文化	网址	位置	英文名	战略目标
之江实验室		之江实验室成立于2017年9月6日，坐落于杭州城西科创大走廊核心地带，是浙江省委、省政府深入实施创新驱动发展战略、探索新型举国体制浙江路径的重大科技创新平台。实验室以“打造国家战略科技力量”为目标，由浙江省人民政府主导举办，实行“一体两核多点”的运行架构，主攻智能感知、人工智能、智能网络、智能计算和智能系统五大科研方向，重点开展前沿基础研究、关键技术攻关和核心系统研发，建设大型科技基础设施和重大科研平台，抢占支撑未来智慧社会发展的智能计算战略高点。目前，之江实验室已获批牵头建设智能科学与技术浙江省实验室。	《逐梦之江》	混合所有制单位	12/28/2018	建设银行	小之	爱国 Patriotic 创新 Innovative 求实 Evidence-based 奉献 Dedicate 协同 Collaborate 拼搏 Persist 无我 Selfless	2017年9月19日实验室首次务虚会，朱主任对实验室建设目标提出要求：两年打基础，三年出成果，五年定地位。	0571-56390515	http://forum.zhejianglab.com/		1424	成为国际一流科技创新中心和全球人工智能科学与技术的引领者	科学精神和家国情怀	https://www.zhejianglab.com/	浙江省杭州市余杭区之江实验室南湖总部	Zhejiang Lab	建成世界一流的三中心一高地，三中心指人工智能研究中心、智能感知研发中心、智能系统创新中心；一高地指智能计算高地。
智能机器人研究中心	机器人中心；机器人研究中心												123				浙江省杭州市余杭区之江实验室南湖总部7号楼
